,loss,accuracy,val_loss,val_accuracy,lr
0,0.33196333050727844,0.8091288805007935,0.13250665366649628,0.98638916015625,0.0010000000474974513
1,0.3114362061023712,0.8185741901397705,0.14406251907348633,0.9863739013671875,0.0010000000474974513
2,0.31506338715553284,0.811843752861023,0.11423652619123459,0.989593505859375,0.0010000000474974513
3,0.3093414306640625,0.8187422156333923,0.10999363660812378,0.9898529052734375,0.0010000000474974513
4,0.30359333753585815,0.8211289048194885,0.12322289496660233,0.992095947265625,0.0010000000474974513
5,0.29912543296813965,0.8220898509025574,0.14136628806591034,0.9881668090820312,0.0010000000474974513
6,0.29520848393440247,0.8240390419960022,0.12688058614730835,0.990753173828125,0.0010000000474974513
7,0.29368406534194946,0.8224492073059082,0.1294642686843872,0.988922119140625,0.0010000000474974513
8,0.2953214645385742,0.8191718459129333,0.12178228050470352,0.9902267456054688,0.0010000000474974513
9,0.28739476203918457,0.8238593935966492,0.13438040018081665,0.9885101318359375,0.0010000000474974513
10,0.2896575927734375,0.8205664157867432,0.119931660592556,0.9881210327148438,0.0010000000474974513
11,0.28495755791664124,0.8234961032867432,0.12102533876895905,0.9904708862304688,0.0010000000474974513
12,0.28060033917427063,0.8246093988418579,0.12234392762184143,0.9898757934570312,0.0010000000474974513
13,0.27890628576278687,0.8255507946014404,0.12996894121170044,0.9888076782226562,0.0010000000474974513
14,0.2785974144935608,0.8265859484672546,0.126739963889122,0.9849853515625,0.0010000000474974513
15,0.28087329864501953,0.8254843950271606,0.12996117770671844,0.9818267822265625,0.0010000000474974513
16,0.27295657992362976,0.827566385269165,0.11888836324214935,0.985595703125,0.0010000000474974513
17,0.2767384648323059,0.8262109160423279,0.12217159569263458,0.9868240356445312,0.0010000000474974513
18,0.274687260389328,0.8281406164169312,0.11384496837854385,0.9846115112304688,0.0010000000474974513
19,0.2726520001888275,0.8287304639816284,0.12829048931598663,0.9836502075195312,0.0010000000474974513
