segment_start;segment_end;label;instrument
0.0;0.185759637;silence;
0.185759637;6.59446712;intro;p,b,dr
6.59446712;24.938231292;theme_01_01;tp,ts,p,b,dr
24.938231292;43.839274376;theme_01_02;tp,ts,p,b,dr
43.839274376;62.786757369;solo_01_01;s_ts,b_tp,b_p,b_b,b_dr
62.786757369;81.827120181;solo_01_02;s_ts,b_p,b_b,b_dr
81.827120181;101.146122448;solo_02_01;s_p,b_b,b_dr
101.146122448;120.372244897;solo_02_02;s_p,b_b,b_dr
120.372244897;139.598367346;solo_03_01;s_tp,b_b,b_dr
139.598367346;158.870929705;solo_03_02;s_tp,b_p,b_b,b_dr
158.870929705;178.32925170000001;theme_02_01;tp,ts,p,b,dr
178.32925170000001;181.42666666666668;silence;
