region_start;region_end;label;instrument
0.0;0.65015873;silence;
0.65015873;4.226031746;intro;dr
4.226031746;33.831473922;theme_01_01;ts,bs,p,b,dr
33.831473922;63.135056688999995;solo_01_01;s_ts,b_bs,b_dr
63.135056688999995;92.833378684;solo_01_02;s_ts,b_p,b_b,b_dr
92.833378684;121.60290249399999;solo_01_03;s_ts,b_p,b_b,b_dr
121.60290249399999;149.977687074;solo_01_04;s_ts,b_p,b_b,b_dr
149.977687074;178.213151927;solo_01_05;s_ts,b_p,b_b,b_dr
178.213151927;205.798458049;solo_01_06;s_ts,b_p,b_b,b_dr
205.798458049;234.52154195;solo_02_01;s_bs,b_ts,b_b,b_dr
234.52154195;263.058866213;solo_02_02;s_bs,b_p,b_b,b_dr
263.058866213;291.549750566;solo_02_03;s_bs,b_p,b_b,b_dr
291.549750566;320.179954648;solo_02_04;s_bs,b_p,b_b,b_dr
320.179954648;348.531519274;solo_02_05;s_bs,b_p,b_b,b_dr
348.531519274;377.254603174;solo_02_06;s_bs,b_p,b_b,b_dr
377.254603174;405.32752834400003;solo_03_01;s_p,b_b,b_dr
405.32752834400003;433.33079365;solo_03_02;s_p,b_b,b_dr
433.33079365;461.56625850300003;solo_04_01;s_ts,s_bs,b_p,b_b,b_dr
461.56625850300003;489.66240362800005;solo_04_02;s_ts,s_bs,b_p,b_b,b_dr
489.66240362800005;525.699773242;theme_02_01;ts,bs,p,b,dr
525.699773242;530.44;silence;
