segment_start;segment_end;label;instrument
0.0;0.7894784579999999;silence;
0.7894784579999999;9.102222222;intro;tp,ts,p,b,dr
9.102222222;80.085623582;theme_01_01;tp,ts,p,b,dr
80.085623582;148.65414965899998;solo_01_01;s_tp,b_p,b_b,b_dr
148.65414965899998;217.50131519200002;solo_01_02;s_tp,b_p,b_b,b_dr
217.50131519200002;285.00172335599996;solo_02_01;s_ts,b_p,b_b,b_dr
285.00172335599996;350.783854875;solo_02_02;s_ts,b_p,b_b,b_dr
350.783854875;418.00562358199994;solo_03_01;s_p,b_b,b_dr
418.00562358199994;484.554013605;solo_03_02;s_p,b_b,b_dr
484.554013605;555.444535146;theme_02_01;tp,ts,p,b,dr
555.444535146;558.8636734693878;silence;
