segment_start;segment_end;label;instrument
0.0;0.046439909;silence;
0.046439909;41.656598639;theme_01_01;bcl,vc,b,dr
41.656598639;80.619682539;solo_01_01;s_bcl,b_b,b_dr
80.619682539;118.607528344;solo_01_01;s_bcl,b_b,b_dr
118.607528344;156.595374149;solo_01_01;s_bcl,b_b,b_dr
156.595374149;194.722539682;solo_02_01;s_b,b_b
194.722539682;230.341950113;solo_02_02;s_b,b_b,b_dr
230.341950113;266.750839002;solo_03_01;s_vc,b_b,b_dr
266.750839002;304.55292517;solo_03_02;s_vc,b_b,b_dr
304.55292517;341.611972789;solo_04_01;s_bcl,s_dr,b_b
341.611972789;376.627664399;solo_04_01;s_bcl,s_dr,b_b
376.627664399;418.562902494;theme_02_01;bcl,vc,b,dr
418.562902494;418.64791383219955;silence;
