region_start;region_end;label;instrument
0.0;0.371519274;silence;
0.371519274;25.263310656999998;theme_01_01;tp,ts,p,b,dr
25.263310656999998;50.15510204;theme_01_02;tp,ts,p,b,dr
50.15510204;75.789931972;theme_01_03;tp,ts,p,b,dr
75.789931972;101.05324263;solo_01_01;s_tp,b_p,b_b,b_dr
101.05324263;126.502312925;solo_01_02;s_tp,b_p,b_b,b_dr
126.502312925;151.951383219;solo_01_03;s_tp,b_p,b_b,b_dr
151.951383219;177.214693877;solo_01_04;s_tp,b_p,b_b,b_dr
177.214693877;202.478004535;solo_01_05;s_tp,b_p,b_b,b_dr
202.478004535;227.741315192;solo_01_06;s_tp,b_p,b_b,b_dr
227.741315192;253.376145124;solo_02_01;s_ts,b_p,b_b,b_dr
253.376145124;278.639455782;solo_02_02;s_ts,b_p,b_b,b_dr
278.639455782;304.46004535099996;solo_02_03;s_ts,b_p,b_b,b_dr
304.46004535099996;329.72335600900004;solo_02_04;s_ts,b_p,b_b,b_dr
329.72335600900004;354.98666666599996;solo_02_05;s_ts,b_p,b_b,b_dr
354.98666666599996;380.24997732400004;solo_02_06;s_ts,b_p,b_b,b_dr
380.24997732400004;405.699047619;solo_02_07;s_ts,b_p,b_b,b_dr
405.699047619;431.89115646199997;solo_02_08;s_ts,b_p,b_b,b_dr
431.89115646199997;456.225668934;solo_02_09;s_ts,b_p,b_b,b_dr
456.225668934;481.674739229;solo_02_10;s_ts,b_p,b_b,b_dr
481.674739229;507.12380952300003;solo_03_01;s_p,b_b,b_dr
507.12380952300003;532.758639455;solo_03_02;s_p,b_b,b_dr
532.758639455;558.20770975;solo_03_03;s_p,b_b,b_dr
558.20770975;583.8425396819999;solo_03_04;s_p,b_b,b_dr
583.8425396819999;609.291609977;solo_03_05;s_p,b_b,b_dr
609.291609977;634.740680272;solo_04_01;s_b,b_p,b_dr
634.740680272;659.818231292;solo_04_02;s_b,b_p,b_dr
659.818231292;684.8957823119999;solo_04_03;s_b,b_p,b_dr
684.8957823119999;709.973333333;theme_02_01;tp,ts,p,b,dr
709.973333333;739.88063492;theme_02_02;tp,ts,p,b,dr
739.88063492;745.0644897959182;silence;
