region_start;region_end;label;instrument
0.0;0.261224489;silence;
0.261224489;30.008163264;theme_01_01;ss,p,b,dr
30.008163265;59.004081631999995;solo_01_01;s_ss,b_p,b_b,b_dr
59.004081631999995;87.80408163199999;solo_01_02;s_ss,b_p,b_b,b_dr
87.804081632;116.40816326400001;solo_01_03;s_ss,b_p,b_b,b_dr
116.408163265;144.751020407;solo_02_01;s_p,b_b,b_dr
144.751020408;173.22448979499998;solo_02_02;s_p,b_b,b_dr
173.224489795;201.27346938600002;solo_02_03;s_p,b_b,b_dr
201.273469387;229.028571427;solo_03_01;s_ss,s_dr,b_p,b_b
229.028571428;258.35102040699996;theme_02_01;ss,p,b,dr
258.35102040699996;259.8933333333333;silence;
