segment_start;segment_end;label;instrument
0.0;0.232199546;silence;
0.232199546;16.532607709;intro;tp,p,b,dr
16.532607709;50.85170068;theme_01_01;tp,as,p,b,dr
50.85170068;85.263673469;solo_01_01;s_tp1,b_p,b_b,b_dr
85.263673469;119.211247165;solo_01_02;s_tp1,b_p,b_b,b_dr
119.211247165;153.344580498;solo_02_01;s_tp2,b_p,b_b,b_dr
153.344580498;186.316916099;solo_03_01;s_p,b_b,b_dr
186.316916099;219.800090702;solo_04_01;s_as,b_p,b_b,b_dr
219.800090702;253.747664399;solo_05_01;s_tp1,s_tp2,b_p,b_b,b_dr
253.747664399;287.555918367;solo_05_02;s_tp1,s_tp2,b_p,b_b,b_dr
287.555918367;319.506575963;solo_05_03;s_tp1,s_tp2,b_p,b_b,b_dr
319.506575963;330.605714284;outro;tp,p,b,dr
330.605714284;333.81333333333333;silence;
