region_start;region_end;label;instrument
0.0;0.185759637;silence;
0.185759637;29.442902494000002;theme_01_01;cor,ts,p,b,dr
29.442902494000002;54.613333333;theme_01_02;cor,ts,p,b,dr
54.613333333;83.591836734;solo_01_01;s_cor,b_p,b_b,b_dr
83.591836734;112.10594104299999;solo_02_01;s_ts,b_p,b_b,b_dr
112.10594104299999;140.434285714;solo_03_01;s_cor,b_p,b_b,b_dr
140.434285714;168.948390022;solo_04_01;s_ts,b_p,b_b,b_dr
168.948390022;195.88353741400002;solo_05_01;s_cor,s_ts,b_p,b_b,b_dr
195.88353741400002;223.561723356;solo_05_02;s_cor,s_ts,b_p,b_b,b_dr
223.561723356;251.332789115;solo_05_03;s_cor,s_ts,b_p,b_b,b_dr
251.332789115;278.825215419;solo_06_01;s_p,b_b,b_dr
278.825215419;306.317641723;solo_06_02;s_p,b_b,b_dr
306.317641723;333.902947845;solo_06_03;s_p,b_b,b_dr
333.902947845;361.766893424;solo_06_04;s_p,b_b,b_dr
361.766893424;393.438911564;solo_07_01;s_dr,b_p,b_b
393.438911564;426.50412698400004;solo_07_02;s_dr,b_p,b_b
426.50412698400004;455.761269841;solo_07_03;s_dr
455.761269841;484.461133786;theme_02_01;cor,ts,p,b,dr
484.461133786;511.674920634;theme_02_02;cor,ts,p,b,dr
511.674920634;552.1251473922904;silence;
