segment_start;segment_end;label;instrument
0.0;0.261224489;silence;
0.261224489;32.507936507;theme_01_01;ts,p,b,dr
32.507936507;64.830113378;theme_01_02;ts,p,b,dr
64.830113378;96.780770975;solo_01_01;s_ts,b_p,b_b,b_dr
96.780770975;129.102947845;solo_01_02;s_ts,b_p,b_b,b_dr
129.102947845;159.939047619;solo_01_03;s_ts,b_p,b_b,b_dr
159.939047619;192.446984126;solo_01_04;s_ts,b_p,b_b,b_dr
192.446984126;224.211882086;solo_01_05;s_ts,b_p,b_b,b_dr
224.211882086;255.233741496;solo_02_01;s_p,b_b,b_dr
255.233741496;287.21632653;solo_02_02;s_p,b_b,b_dr
287.21632653;316.473469387;solo_03_01;s_p,s_b,b_dr
316.473469387;347.820408163;solo_03_02;s_b,b_p,b_dr
347.820408163;377.33877551;solo_04_01;s_ts,s_dr,b_p,b_b
377.33877551;407.379591836;solo_04_02;s_ts,s_dr,b_p,b_b
407.379591836;435.792108843;solo_04_03;s_ts,s_dr,b_p,b_b
435.792108843;479.631383219;theme_02_01;ts,p,b,dr
479.631383219;484.88;silence;
