segment_start;segment_end;label;instrument
0.0;0.092879818;silence;
0.092879818;13.467573696;intro;p,dr
13.467573696;71.145941043;theme_01_01;tp,ts,p,b,dr
71.145941043;128.731428571;solo_01_01;s_tp,b_p,b_b,b_dr
128.731428571;185.016598639;solo_01_02;s_tp,b_p,b_b,b_dr
185.016598639;240.558730158;solo_01_03;s_tp,b_p,b_b,b_dr
240.558730158;296.286621315;solo_02_01;s_ts,b_p,b_b,b_dr
296.286621315;350.342675736;solo_02_02;s_ts,b_p,b_b,b_dr
350.342675736;404.027210884;solo_02_03;s_ts,b_p,b_b,b_dr
404.027210884;457.711746031;solo_02_04;s_ts,b_p,b_b,b_dr
457.711746031;516.226031745;theme_02_01;tp,ts,p,b,dr
516.226031745;517.76;silence;
