region_start;region_end;label;instrument
0.0;0.293877551;silence;
0.293877551;5.551020407999999;intro;dr
5.551020407999999;22.13877551;theme_01_01;tp,tb,ts,as,bs,p,b,dr
22.13877551;38.889795918;theme_01_02;tp,tb,ts,as,bs,p,b,dr
38.889795918000004;55.510204081000005;theme_01_03;tp,tb,ts,as,bs,p,b,dr
55.510204081000005;71.902040815;solo_01_01;s_as,b_p,b_b,b_dr
71.90204081600001;88.29387755000002;solo_01_02;s_as,b_tp,b_tb,b_p,b_b,b_dr
88.29387755100001;104.946938775;solo_02_01;s_tp,b_p,b_b,b_dr
104.946938775;121.436734693;solo_02_02;s_tp,b_tp,b_cl,b_ts,b_as,b_bs,b_p,b_b,b_dr
121.43673469299999;137.63265306;solo_03_01;s_bs,b_p,b_b,b_dr
137.632653061;154.02448979500002;solo_03_02;s_bs,b_tp,b_tb,b_ts,b_as,b_p,b_b,b_dr
154.024489795;169.175510203;theme_02_01;cl,tp,tb,cl,ts,as,bs,p,b,dr
169.175510204;185.40408163200001;theme_02_02;cl,tp,tb,cl,ts,as,bs,p,b,dr
185.40408163200001;202.18775510100002;theme_02_03;cl,tp,tb,cl,ts,as,bs,p,b,dr
202.187755102;211.36326530600002;theme_02_04;cl,tp,tb,cl,ts,as,bs,p,b,dr
211.36326530600002;219.2933333333333;silence;
