region_start;region_end;label;instrument
0.0;0.162539682;silence;
0.162539682;21.78031746;theme_01_01;ts,as,g,p,b,dr
21.78031746;43.723174603000004;theme_01_02;ts,as,g,p,b,dr
43.723174603000004;65.828571428;solo_01_01;s_ts,b_p,b_b,b_dr
65.828571428;87.95718820799999;solo_02_01;s_g,b_p,b_b,b_dr
87.95718820799999;109.969705215;solo_03_01;s_as,b_g,b_p,b_b,b_dr
109.969705215;131.866122448;solo_04_01;s_p,b_g,b_b,b_dr
131.866122448;154.017959183;solo_04_02;s_p,s_ts,b_g,b_dr
154.017959183;175.658956916;solo_05_01;s_g,s_as,b_p,b_b,b_dr
175.658956916;198.414512471;theme_02_01;ts,as,g,p,b,dr
198.414512471;201.0533333333333;silence;
