region_start;region_end;label;instrument
0.0;0.457142857;silence;
0.457142857;30.563265305999998;theme_01_01;tp,as,b,dr
30.563265305999998;64.457142857;solo_01_01;s_tp,b_b,b_dr
64.457142857;97.632653061;solo_01_02;s_tp,b_b,b_dr
97.632653061;130.873469387;solo_01_03;s_tp,b_b,b_dr
130.873469387;163.983673469;solo_01_04;s_tp,b_b,b_dr
163.983673469;197.61632653;solo_02_01;s_as,b_b,b_dr
197.61632653;230.334693877;solo_02_02;s_as,b_b,b_dr
230.334693877;262.661224489;solo_02_03;s_as,b_b,b_dr
262.661224489;294.987755102;solo_02_04;s_as,b_b,b_dr
294.987755102;325.746938775;solo_02_05;s_as,b_b,b_dr
325.746938775;360.81632652999997;theme_02_01;tp,as,b,dr
360.81632652999997;363.28;silence;
