region_start;region_end;label;instrument
0.0;0.13061224400000002;silence;
0.13061224400000002;35.787755102;intro;p,b,dr
35.787755102;71.575510204;theme_01_01;ts,g,p,b,dr
71.575510204;106.318367346;solo_01_01;s_ts,b_p,b_b,b_dr
106.318367346;141.844897959;solo_01_01;s_ts,b_p,b_b,b_dr
141.844897959;176.065306122;solo_02_01;s_p,b_b,b_dr
176.065306122;210.546938775;solo_02_02;s_p,b_b,b_dr
210.546938775;245.812244897;solo_03_01;s_g,b_p,b_b,b_dr
245.812244897;280.81632653;solo_03_01;s_g,b_p,b_b,b_dr
280.81632653;336.71836734600004;theme_02_01;ts,g,p,b,dr
336.71836734600004;345.05142857142863;silence;
