region_start;region_end;label;instrument
0.0;0.081632653;silence;
0.081632653;6.5959183669999994;intro;p
6.595918367;19.542857142;theme_01_01;cl,vib,p,dr,b
19.542857142;35.934693876;theme_01_02;cl,vib,p,dr,b
35.934693877;48.734693877;solo_01_01;s_p,b_dr,b_b
48.734693877;61.648979591;solo_01_02;s_p,b_dr,b_b
61.64897959100001;74.38367346800001;theme_02_01;cl,vib,p,dr,b
74.383673469;87.510204081;theme_02_02;cl,vib,p,dr,b
87.510204081;100.408163264;solo_02_01;s_vib,b_dr,b_b,b_p
100.408163265;113.175510203;solo_02_02;s_vib,b_dr,b_b,b_p
113.17551020399999;125.926530612;solo_03_01;s_cl,b_dr,b_b,b_p
125.92653061200001;139.673469387;outro;cl,vib,p,dr,b
139.673469387;141.9232653061225;silence;
