region_start;region_end;label;instrument
0.0;14.302040816;silence;
14.302040816;20.897959183;intro;p,dr
20.897959183;47.673469387;theme_01_01;tp,ts,p,dr
47.673469387;74.710204081;solo_01_01;s_ts,b_p,b_b,b_dr
74.710204081;101.093877551;solo_01_02;s_ts,b_p,b_b,b_dr
101.093877551;127.020408163;solo_01_03;s_ts,b_p,b_b,b_dr
127.020408163;153.273469387;solo_02_01;s_tp,b_p,b_b,b_dr
153.273469387;179.2;solo_02_02;s_tp,b_p,b_b,b_dr
179.2;205.71428571400003;solo_02_03;s_tp,b_p,b_b,b_dr
205.71428571400003;231.706122448;solo_03_01;s_p,b_b,b_dr
231.706122448;257.044897959;solo_03_02;s_p,b_b,b_dr
257.044897959;282.253061224;solo_03_03;s_p,b_b,b_dr
282.253061224;307.591836734;solo_03_04;s_p,b_b,b_dr
307.591836734;332.8;solo_04_01;s_ts,s_dr,b_p,b_b
332.8;358.857142857;solo_04_02;s_ts,s_dr,b_p,b_b
358.857142857;385.763265306;solo_05_01;s_dr
385.763265306;413.779591836;solo_05_02;s_dr
413.779591836;440.75102040800004;solo_05_03;s_dr
440.75102040800004;467.33061224400006;theme_02_01;tp,ts,p,b,dr
467.33061224400006;486.41333333333336;silence;
