segment_start;segment_end;label;instrument
0.0;0.424489795;silence;
0.424489795;29.061224489;theme_01_01;tp,ts,p,b,dr
29.061224489;56.032653061;solo_01_01;s_ts,b_p,b_b,b_dr
56.032653061;83.004081632;solo_01_02;s_ts,b_p,b_b,b_dr
83.004081632;109.518367346;solo_02_01;s_tp,b_p,b_b,b_dr
109.518367346;136.0;solo_02_02;s_tp,b_p,b_b,b_dr
136.0;162.546938775;solo_02_03;s_tp,b_p,b_b,b_dr
162.546938775;190.857142857;solo_02_04;s_tp,b_p,b_b,b_dr
190.857142857;216.620408163;solo_02_05;s_tp,b_p,b_b,b_dr
216.620408163;242.220408163;solo_02_06;s_tp,b_p,b_b,b_dr
242.220408163;268.963265306;solo_03_01;s_p,b_b,b_dr
268.963265306;293.159183673;solo_03_02;s_p,b_b,b_dr
293.159183673;326.30204081499994;theme_02_01;tp,ts,p,b,dr
326.30204081499994;332.16;silence;
