region_start;region_end;label;instrument
0.0;0.0;silence;
0.0;4.272471655;intro;p,b,dr
4.272471655;38.080725623000006;theme_01_01;tp,tb,ts,p,b,dr
38.127165532;71.9354195;solo_01_01;s_p,b_b,b_dr
71.935419501;106.393832199;solo_02_01;s_tp,b_p,b_b,b_dr
106.393832199;141.084444443;solo_03_01;s_ts,b_p,b_b,b_dr
141.08444444399998;176.28589569099998;solo_03_02;s_ts,b_p,b_b,b_dr
176.28589569099998;211.62666666599998;solo_04_01;s_tb,b_p,b_b,b_dr
211.62666666599998;246.22439909199997;theme_02_01;tp,tb,ts,p,b,dr
246.22439909199997;249.58666666666667;silence;
