region_start;region_end;label;instrument
0.0;0.19591836699999998;silence;
0.19591836699999998;23.771428571;intro;dr,p,b
23.771428570999998;47.477551019;theme_01_01;ts,p,b,dr
47.47755102;69.87755102;theme_01_02;ts,p,b,dr
69.87755102;93.975510203;solo_01_01;s_g,b_p,b_b,b_dr
93.975510204;119.706122448;solo_01_02;s_g,b_p,b_b,b_dr
119.70612244799999;142.69387755;solo_01_03;s_g,b_p,b_b,b_dr
142.693877551;166.59591836700002;solo_02_01;s_ts,b_b,b_b,b_dr
166.595918367;189.844897958;solo_02_02;s_ts,b_b,b_b,b_dr
189.844897959;213.551020407;solo_02_03;s_ts,b_b,b_b,b_dr
213.551020408;237.583673469;solo_02_04;s_ts,b_b,b_b,b_dr
237.58367346900002;268.60408163200003;solo_02_05;s_ts,b_b,b_b,b_dr
268.60408163200003;300.40816326400005;theme_02_01;ts,p,b,dr
300.408163265;327.314285713;theme_02_02;ts,p,b,dr
327.314285713;331.5983673469388;silence;
