,loss,acc,val_loss,val_acc,lr
0,0.33372642689198256,0.8201406002044678,0.1997596656146925,0.9641952514648438,0.0010000000474974513
1,0.3033278283029795,0.8291797041893005,0.17318431531748502,0.965484619140625,0.0010000000474974513
2,0.2962926073744893,0.8323593735694885,0.2103361173722078,0.9505233764648438,0.0010000000474974513
3,0.290525417432189,0.8320780992507935,0.19623524481721688,0.9562149047851562,0.0010000000474974513
4,0.28487092434614897,0.836664080619812,0.19628143598674797,0.9584579467773438,0.0010000000474974513
5,0.2824574515148997,0.836105465888977,0.2198432069271803,0.9445037841796875,0.0010000000474974513
6,0.28115696664899587,0.8374140858650208,0.202437043437385,0.9545135498046875,0.0010000000474974513
7,0.28078126019239424,0.8372382521629333,0.20062932457221905,0.9528274536132812,0.0010000000474974513
8,0.27620884812623264,0.8392656445503235,0.194599918097083,0.9555740356445312,0.0010000000474974513
9,0.2690297095030546,0.8424999713897705,0.2214535819948651,0.9460906982421875,0.0010000000474974513
10,0.27047344367206094,0.8408828377723694,0.20010043981164927,0.9525604248046875,0.0010000000474974513
11,0.276798645414412,0.8377538919448853,0.21717777188314358,0.9514007568359375,0.0010000000474974513
12,0.27639209844172,0.83740234375,0.19718920794548467,0.9543533325195312,0.0010000000474974513
13,0.27318722870200873,0.8401093482971191,0.21495608695113333,0.9468536376953125,0.0010000000474974513
14,0.2673041320592165,0.844433605670929,0.18280664050689666,0.951904296875,0.0010000000474974513
15,0.2741798465028405,0.8381015658378601,0.18845791605417617,0.9563446044921875,0.0010000000474974513
16,0.2653841790743172,0.8444843888282776,0.20904568459809525,0.9426116943359375,0.0010000000474974513
17,0.2651431851610541,0.8435742259025574,0.21471431697864318,0.9442291259765625,0.0010000000474974513
18,0.26383522632718087,0.8432734608650208,0.18501939131238032,0.9530258178710938,0.0010000000474974513
19,0.2613329062983394,0.8461366891860962,0.18916012082627276,0.9516830444335938,0.0010000000474974513
